1460496719.97,2048,ff:ff:ff:ff:ff:ff,4c:7c:5f:09:82:9b
1460496720.3,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496720.3,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496720.43,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496721.29,2048,ff:ff:ff:ff:ff:ff,4c:7c:5f:09:82:9b
1460496721.51,2054,ff:ff:ff:ff:ff:ff,4c:7c:5f:09:82:9b
1460496721.62,2054,ff:ff:ff:ff:ff:ff,4c:7c:5f:09:82:9b
1460496722.06,2054,ff:ff:ff:ff:ff:ff,4c:7c:5f:09:82:9b
1460496722.28,2054,ff:ff:ff:ff:ff:ff,4c:7c:5f:09:82:9b
1460496722.71,2054,ff:ff:ff:ff:ff:ff,4c:7c:5f:09:82:9b
1460496723.17,2054,ff:ff:ff:ff:ff:ff,4c:7c:5f:09:82:9b
1460496723.38,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496723.38,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496723.38,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496723.71,2054,ff:ff:ff:ff:ff:ff,4c:7c:5f:09:82:9b
1460496725.24,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496725.29,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496725.29,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496725.31,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496725.31,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496725.32,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496725.32,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496728.24,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496728.24,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496728.26,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496728.27,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496728.27,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496728.29,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496729.27,2054,ff:ff:ff:ff:ff:ff,0c:8b:fd:c0:e6:03
1460496750.29,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496871.67,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496871.67,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496871.79,2054,ff:ff:ff:ff:ff:ff,0c:8b:fd:c0:e6:03
1460496872.02,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496872.02,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496872.07,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496872.49,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496872.71,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496872.82,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496874.55,2054,ff:ff:ff:ff:ff:ff,4c:7c:5f:09:82:9b
1460496875.77,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496875.77,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496875.79,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496876.02,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496876.02,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496876.04,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496876.16,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496876.16,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496876.18,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496876.18,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496876.29,2048,ff:ff:ff:ff:ff:ff,e4:90:7e:3a:6a:22
1460496877.05,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496877.05,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496877.07,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496877.19,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496877.19,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
1460496877.21,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496877.22,2048,0c:8b:fd:c0:e6:03,ac:f2:c5:bd:b8:28
1460496879.19,2054,ff:ff:ff:ff:ff:ff,e4:90:7e:3a:6a:22
1460496880.64,2048,ff:ff:ff:ff:ff:ff,bc:4c:c4:06:17:16
1460496880.97,2048,ac:f2:c5:bd:b8:28,0c:8b:fd:c0:e6:03
