1460500760.73,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500760.96,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500761.17,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500761.58,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500761.59,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500764.61,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500764.62,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500770.84,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500770.84,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500771.08,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500771.08,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500771.64,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500771.64,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500774.61,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500774.61,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500776.81,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500776.81,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500776.83,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500776.83,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500776.84,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500776.86,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500777.3,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500777.52,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500777.52,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.17,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.17,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.18,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500778.18,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500778.18,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.19,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.19,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500778.39,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.4,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500778.4,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.41,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.71,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500778.72,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500778.72,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500778.73,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.73,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.74,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.74,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500778.95,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500778.96,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500778.97,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500778.98,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500778.99,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.1,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.32,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500779.63,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.64,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.65,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500779.68,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500779.7,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.71,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.72,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500779.73,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.75,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500779.76,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.78,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.89,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500779.9,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500779.92,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.93,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.94,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500779.95,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500779.98,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500779.99,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.0,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.02,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.03,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.04,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.04,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.05,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.06,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.07,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.09,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.1,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.11,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.12,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.12,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.13,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.14,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.15,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.15,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.16,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.17,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.18,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.19,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.2,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.22,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.23,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.24,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.26,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.27,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.28,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.29,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.41,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.42,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.43,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.44,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.46,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.48,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.49,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.5,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.51,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.53,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.54,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.55,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.57,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.58,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.59,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.61,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.62,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.68,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.69,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.7,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.71,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.72,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
1460500780.73,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.74,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.75,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.76,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.77,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.78,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.79,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.79,2048,0c:8b:fd:c0:e6:03,40:55:39:1a:0f:3d
1460500780.8,2048,00:00:0c:9f:f2:6c,0c:8b:fd:c0:e6:03
